,_type,url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,user_id,text_processed
888,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1011711247602077697,2018-06-26 20:42:12+00:00,"O dia de hoje marca exatos 50 anos da morte do Soldado Mario Kozel filho, assassinado em um atentado com carro-bomba organizado pelo grupo comunista e terrorista Vanguarda Popular Revolucionária, ao qual fazia parte Dilma Rousseff.","O dia de hoje marca exatos 50 anos da morte do Soldado Mario Kozel filho, assassinado em um atentado com carro-bomba organizado pelo grupo comunista e terrorista Vanguarda Popular Revolucionária, ao qual fazia parte Dilma Rousseff.",1011711247602077697,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597885, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",373,2152,8874,113,1011711247602077697,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,,,,,,jairbolsonaro, dia hoje marca exatos 50 morte soldado mario kozel filho assassinado atentado carro-bomba organizado grupo comunista terrorista vanguarda popular revolucionária fazia parte dilma rousseff
889,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1011702288002572290,2018-06-26 20:06:36+00:00,"- ""E conhecereis a verdade...
- E a verdade vos libertará.""
- QUILOMBOLAS.
- Gravado em 25/06/2018. https://t.co/UeuFpJoxcf","- ""E conhecereis a verdade...
- E a verdade vos libertará.""
- QUILOMBOLAS.
- Gravado em 25/06/2018. youtu.be/tHeSBPc_o30",1011702288002572290,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597885, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",64,387,1636,32,1011702288002572290,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['http://youtu.be/tHeSBPc_o30'],['https://t.co/UeuFpJoxcf'],,,,,,,,,,,jairbolsonaro," - ""e conhecereis verdade - verdade libertará"" - quilombolas - gravado 25/06/2018"
890,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1011602050206060545,2018-06-26 13:28:18+00:00,- PESQUISA ELEIÇÕES PRESIDENCIAIS - ( MINAS GERAIS ) https://t.co/uB2a0y0PKP,- PESQUISA ELEIÇÕES PRESIDENCIAIS - ( MINAS GERAIS ) https://t.co/uB2a0y0PKP,1011602050206060545,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597885, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",224,739,3977,87,1011602050206060545,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/DgnusTvW4AIF9HS?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/DgnusTvW4AIF9HS?format=jpg&name=large'}]",,,,,,,,,,jairbolsonaro, - pesquisa eleições presidenciais - ( minas gerais )
891,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1011558626518077441,2018-06-26 10:35:45+00:00,"Opa, um pouco de nossa formação 👍🏻. https://t.co/y820qNttC7","Opa, um pouco de nossa formação 👍🏻. https://t.co/y820qNttC7",1011558626518077441,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597885, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",232,688,4162,100,1011558626518077441,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/DgnHM9OXkAA6PCk?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/DgnHM9OXkAA6PCk?format=jpg&name=large'}]",,,,,,,,,,jairbolsonaro, opa pouco formação 👍🏻
893,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1011338762033549318,2018-06-25 20:02:05+00:00,"Sem fake news e distorções maldosas, propostas e ideias de Bolsonaro ganham simpatia das mulheres. https://t.co/t6NzuYMcuX","Sem fake news e distorções maldosas, propostas e ideias de Bolsonaro ganham simpatia das mulheres. tinyurl.com/y75zfo95",1011338762033549318,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597885, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",199,1235,5759,64,1011338762033549318,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://tinyurl.com/y75zfo95'],['https://t.co/t6NzuYMcuX'],,,,,,,,,,,jairbolsonaro, fake news distorções maldosas propostas ideias ganham simpatia mulheres
894,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1011225080670629888,2018-06-25 12:30:21+00:00,Mais um fakenews da imprensa e dos canalhas! A VERDADE SOBRE OS DEBATES. Vídeo de muitos dias atrás! https://t.co/NyrWMK9TG3,Mais um fakenews da imprensa e dos canalhas! A VERDADE SOBRE OS DEBATES. Vídeo de muitos dias atrás! https://t.co/NyrWMK9TG3,1011225080670629888,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597885, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",151,790,3152,95,1011225080670629888,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1011225024534020096/pu/img/nA9l32xOGJpAz1TU.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1011225024534020096/pu/vid/322x180/lxIjHjIhwo81sWGs.mp4?tag=3', 'bitrate': 256000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1011225024534020096/pu/pl/6V6EcKkIuPJUuUC-.m3u8?tag=3', 'bitrate': None}], 'duration': 36.409, 'views': 50058}]",,,,,,,,,,jairbolsonaro, fakenews imprensa canalhas verdade sobre debates muitos atrás
895,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1011220276011589632,2018-06-25 12:11:16+00:00,Esse garoto manja de futebol! Kkk 👍🏻 https://t.co/Vi9LCS8OBX,Esse garoto manja de futebol! Kkk 👍🏻 https://t.co/Vi9LCS8OBX,1011220276011589632,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597885, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",148,1252,7016,132,1011220276011589632,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1011220161221849089/pu/img/Mtt3NWXvhfT7_yb-.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1011220161221849089/pu/pl/Afs6JgaXp5RIQAKz.m3u8?tag=3', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1011220161221849089/pu/vid/318x180/REMvl3ehuS-V0iHK.mp4?tag=3', 'bitrate': 256000}], 'duration': 18.156, 'views': 87584}]",,,,,,,,,,jairbolsonaro, garoto manja futebol kkk 👍🏻
896,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1011178178562445313,2018-06-25 09:23:59+00:00,"CAFÉ COM POLÍTICA: com tempo, sem manipulação e não sendo alvo compensador, mais detalhes sobre quem somos, desta vez ao Blog do Andreson Soares (@andersonlfsoare ). Assista no link: https://t.co/coK9Ro1AnH","CAFÉ COM POLÍTICA: com tempo, sem manipulação e não sendo alvo compensador, mais detalhes sobre quem somos, desta vez ao Blog do Andreson Soares (@andersonlfsoare ). Assista no link: tinyurl.com/yb8u7mt8",1011178178562445313,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597885, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",35,209,1112,3,1011178178562445313,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://tinyurl.com/yb8u7mt8'],['https://t.co/coK9Ro1AnH'],,,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'andersonlfsoare', 'id': 182032486, 'displayname': 'Anderson Soares', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/andersonlfsoare'}]",,,,,jairbolsonaro, café política: tempo manipulação sendo alvo compensador detalhes sobre desta vez blog andreson soares ( ) assista link:
897,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1011012566020128768,2018-06-24 22:25:54+00:00,"- Paraíba: De acarajé a forró. 
- Bom domingo a todos. https://t.co/NIegMtfHc2","- Paraíba: De acarajé a forró. 
- Bom domingo a todos. https://t.co/NIegMtfHc2",1011012566020128768,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597885, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",84,409,2610,12,1011012566020128768,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1011012494066843648/pu/img/YxB8EBy_nK5_4cxU.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1011012494066843648/pu/pl/6L5ywWvVh17bX8rC.m3u8?tag=3', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1011012494066843648/pu/vid/180x320/Sl1zQk8TImOhZWj7.mp4?tag=3', 'bitrate': 256000}], 'duration': 43.0, 'views': 47201}]",,,,,,,,,,jairbolsonaro, - paraíba: acarajé forró - bom domingo
898,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1010978752862531586,2018-06-24 20:11:32+00:00,"Obrigado ao xará pela homenagem. Bons tempos de Grupamento de Busca e Salvamento do Corpo de Bombeiros do RJ em 1985, onde ficamos em primeiro lugar no curso de 13 bravos mergulhadores autônomos! 👍🏻 https://t.co/Xc9btZiXdG","Obrigado ao xará pela homenagem. Bons tempos de Grupamento de Busca e Salvamento do Corpo de Bombeiros do RJ em 1985, onde ficamos em primeiro lugar no curso de 13 bravos mergulhadores autônomos! 👍🏻 https://t.co/Xc9btZiXdG",1010978752862531586,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597885, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",78,525,3396,20,1010978752862531586,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1010978691080433666/pu/img/8P6S7VDSd8i7ISkH.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1010978691080433666/pu/vid/640x360/p-VYuRA-xlhzBluJ.mp4?tag=3', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1010978691080433666/pu/vid/320x180/SAB6CxG37HxeA2C-.mp4?tag=3', 'bitrate': 256000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1010978691080433666/pu/pl/vvJv0EXMPXLu28j3.m3u8?tag=3', 'bitrate': None}], 'duration': 16.333, 'views': 43557}]",,,,,,,,,,jairbolsonaro, obrigado xará homenagem bons tempos grupamento busca salvamento corpo bombeiros rj 1985 onde ficamos primeiro lugar curso 13 bravos mergulhadores autônomos 👍🏻
899,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1010906230490091520,2018-06-24 15:23:21+00:00,Para a direita e para cima! 👍🏻 https://t.co/KA54K4yQFg,Para a direita e para cima! 👍🏻 https://t.co/KA54K4yQFg,1010906230490091520,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597885, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",218,724,5777,37,1010906230490091520,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/Dgd12h1XUAAv3uw?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Dgd12h1XUAAv3uw?format=jpg&name=large'}]",,,,,,,,,,jairbolsonaro, direita cima 👍🏻
900,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1010616855667597318,2018-06-23 20:13:29+00:00,Entrevista Paraíba: Jair Bolsonaro - temas da semana e muito mais. Assista. https://t.co/8K8BEPA2EA,Entrevista Paraíba: Jair Bolsonaro - temas da semana e muito mais. Assista. tinyurl.com/yb3shnu3,1010616855667597318,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597885, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",57,175,1009,3,1010616855667597318,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://tinyurl.com/yb3shnu3'],['https://t.co/8K8BEPA2EA'],,,,,,,,,,,jairbolsonaro, paraíba: jair - temas assista
901,snscrape.modules.twitter.Tweet,https://twitter.com/jairbolsonaro/status/1010531005692874754,2018-06-23 14:32:21+00:00,Praça da Bandeira/Campina Grande/PB. Obrigado meu Nordeste. https://t.co/PCztGYV2HW,Praça da Bandeira/Campina Grande/PB. Obrigado meu Nordeste. https://t.co/PCztGYV2HW,1010531005692874754,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jairbolsonaro', 'id': 128372940, 'displayname': 'Jair M. Bolsonaro', 'description': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'rawDescription': 'Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷.', 'descriptionUrls': None, 'verified': True, 'created': '2010-03-31T23:13:44+00:00', 'followersCount': 7597885, 'friendsCount': 547, 'statusesCount': 13698, 'favouritesCount': 5278, 'listedCount': 7804, 'mediaCount': 5749, 'location': 'Brasília, Brasil', 'protected': False, 'linkUrl': 'https://t.me/jairbolsonarobrasil', 'linkTcourl': 'https://t.co/DzletgH0tv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/128372940/1540929521', 'label': None, 'url': 'https://twitter.com/jairbolsonaro'}",135,659,3470,36,1010531005692874754,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1010530618185273344/pu/img/_dK2Flfa0Ro1ci-2.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1010530618185273344/pu/vid/480x480/GLFeikI8RB5WSFfa.mp4?tag=3', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1010530618185273344/pu/pl/SW46lf_ZZWs33roC.m3u8?tag=3', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1010530618185273344/pu/vid/240x240/yDmO6bSUReVwbVdk.mp4?tag=3', 'bitrate': 256000}], 'duration': 50.64, 'views': 39207}]",,,,,,,,,,jairbolsonaro, praça bandeira/campina grande/pb obrigado nordeste
